seller_id,seller_name,seller_country,seller_city,main_top_category,plan_code,is_active,onboarded_at,updated_at
S0538,Halcyon Market,BE,Anvers,AUTO,BASIC,true,2022-02-11,2022-02-11 09:00:00
S0539,Pallas Store,DE,Munich,TECH,PLUS,true,2021-07-27,2021-07-27 09:00:00
S0540,Quartz Group,BE,Anvers,HOME,BASIC,true,2021-02-23,2021-02-23 09:00:00
S0541,Ember Store,ES,Valence,BEAU,BASIC,true,2021-08-17,2021-08-17 09:00:00
S0542,Bexon Shop,FR,Nantes,AUTO,BASIC,true,2022-05-28,2022-05-28 09:00:00
S0543,Vertex Market,FR,Rennes,KIDS,PREMIUM,true,2022-05-17,2022-05-17 09:00:00
S0544,Nordis Market,FR,Rennes,FASH,BASIC,true,2021-03-19,2021-03-19 09:00:00
S0545,Meridian Distribution,FR,Marseille,FASH,PLUS,true,2024-06-10,2024-06-10 09:00:00
S0546,Ursa Shop,BE,Anvers,SPORT,PLUS,true,2024-10-15,2026-06-05 08:15:00
S0547,Pallas Store,FR,Nantes,BOOK,PREMIUM,true,2025-10-03,2025-10-03 09:00:00
S0548,Solstice Group,FR,Paris,HOME,BASIC,true,2025-10-03,2025-10-03 09:00:00
S0549,Ursa Store,FR,Nantes,KIDS,PLUS,false,2022-02-12,2022-02-12 09:00:00
S0550,Pallas Store,FR,Nantes,TECH,PLUS,true,2022-02-26,2022-02-26 09:00:00
S0551,Nordis Distribution,FR,Lille,HOME,PREMIUM,true,2023-11-17,2023-11-17 09:00:00
S0552,Solstice Market,IT,Rome,BEAU,PLUS,true,2024-08-22,2024-08-22 09:00:00
S0553,Ivory Group,ES,Barcelone,AUTO,BASIC,true,2025-01-23,2025-01-23 09:00:00
S0554,Halcyon Distribution,DE,Hambourg,TECH,PREMIUM,true,2021-05-29,2021-05-29 09:00:00
S0555,Orbit Group,NL,Amsterdam,FASH,BASIC,true,2024-03-20,2024-03-20 09:00:00
S0556,Alvora Distribution,DE,Hambourg,HOME,PLUS,true,2024-06-02,2024-06-02 09:00:00
S0557,Bexon Store,FR,Lille,SPORT,BASIC,true,2023-12-29,2023-12-29 09:00:00
S0558,Zephyr Market,ES,Madrid,KIDS,BASIC,true,2024-04-11,2024-04-11 09:00:00
S0559,Granit Shop,FR,Lyon,BOOK,PLUS,true,2023-12-20,2023-12-20 09:00:00
S0560,Terra Market,NL,Amsterdam,SPORT,BASIC,true,2024-11-20,2024-11-20 09:00:00
S0561,Terra Distribution,BE,Bruxelles,KIDS,PLUS,true,2022-09-12,2022-09-12 09:00:00
S0562,Windrow Store,BE,Bruxelles,TECH,BASIC,false,2024-02-13,2024-02-13 09:00:00
S0563,Lumen Market,FR,Toulouse,FASH,PREMIUM,true,2024-09-24,2024-09-24 09:00:00
S0564,Meridian Group,ES,Madrid,HOME,PLUS,true,2021-08-19,2021-08-19 09:00:00
S0565,Quartz Market,FR,Strasbourg,FASH,BASIC,true,2024-08-29,2024-08-29 09:00:00
S0566,Delvia Group,FR,Rennes,SPORT,BASIC,true,2022-08-02,2022-08-02 09:00:00
S0567,Meridian Distribution,FR,Toulouse,TECH,BASIC,true,2025-06-30,2025-06-30 09:00:00
S0568,Pallas Distribution,FR,Lille,AUTO,BASIC,true,2023-02-24,2023-02-24 09:00:00
S0569,Delvia Store,IT,Rome,TECH,BASIC,true,2023-05-27,2023-05-27 09:00:00
S0570,Ember Distribution,ES,Barcelone,BOOK,PLUS,true,2022-12-13,2022-12-13 09:00:00
S0571,Quartz Store,FR,Marseille,AUTO,PREMIUM,true,2021-02-24,2026-06-05 08:15:00
S0572,Pallas Shop,DE,Munich,KIDS,BASIC,true,2024-05-03,2024-05-03 09:00:00
S0573,Bexon Shop,DE,Munich,HOME,PLUS,true,2025-01-07,2025-01-07 09:00:00
S0574,Zephyr Market,FR,Toulouse,BEAU,PLUS,true,2024-04-25,2024-04-25 09:00:00
S0575,Nordis Shop,BE,Liège,FASH,PLUS,true,2022-02-04,2022-02-04 09:00:00
S0576,Meridian Market,NL,Amsterdam,BEAU,PREMIUM,true,2021-01-23,2021-01-23 09:00:00
S0577,Ivory Market,FR,Strasbourg,BOOK,BASIC,true,2021-10-14,2021-10-14 09:00:00
S0578,Nordis Shop,IT,Rome,TECH,PREMIUM,true,2024-02-03,2024-02-03 09:00:00
S0579,Nordis Distribution,BE,Bruxelles,HOME,BASIC,true,2024-09-02,2024-09-02 09:00:00
S0580,Nordis Distribution,NL,Amsterdam,TECH,PLUS,true,2021-06-25,2021-06-25 09:00:00
S0581,Pallas Group,FR,Paris,TECH,BASIC,true,2025-03-04,2025-03-04 09:00:00
S0582,Quartz Distribution,IT,Milan,BEAU,PLUS,true,2025-01-28,2025-01-28 09:00:00
S0583,Lumen Market,FR,Toulouse,TECH,PREMIUM,true,2024-02-12,2024-02-12 09:00:00
S0584,Quartz Store,DE,Berlin,FASH,BASIC,true,2024-08-14,2024-08-14 09:00:00
S0585,Cirrus Distribution,ES,Valence,HOME,BASIC,true,2025-02-15,2025-02-15 09:00:00
S0586,Nordis Store,FR,Lyon,BOOK,BASIC,true,2024-07-15,2024-07-15 09:00:00
S0587,Halcyon Market,BE,Bruxelles,TECH,BASIC,true,2022-07-04,2022-07-04 09:00:00
S0588,Lumen Distribution,ES,Barcelone,BEAU,PLUS,true,2022-08-08,2022-08-08 09:00:00
S0589,Ursa Group,ES,Madrid,HOME,BASIC,true,2021-12-05,2021-12-05 09:00:00
S0590,Rivage Shop,ES,Valence,TECH,PLUS,true,2024-08-27,2024-08-27 09:00:00
S0591,Meridian Distribution,IT,Rome,KIDS,BASIC,true,2023-08-15,2023-08-15 09:00:00
S0592,Ivory Shop,BE,Anvers,HOME,PREMIUM,true,2024-06-26,2024-06-26 09:00:00
S0593,Cirrus Distribution,ES,Barcelone,AUTO,BASIC,true,2024-04-09,2024-04-09 09:00:00
S0594,Ivory Group,FR,Paris,KIDS,BASIC,false,2024-02-21,2024-02-21 09:00:00
S0595,Kestrel Market,BE,Liège,BEAU,BASIC,true,2025-03-02,2025-03-02 09:00:00
S0596,Halcyon Market,FR,Paris,FASH,PLUS,true,2024-09-27,2024-09-27 09:00:00
S0597,Bexon Distribution,FR,Paris,SPORT,BASIC,true,2025-04-11,2025-04-11 09:00:00
S0598,Lumen Distribution,NL,Amsterdam,BOOK,BASIC,true,2022-06-13,2022-06-13 09:00:00
S0599,Solstice Market,FR,Rennes,BEAU,BASIC,true,2024-09-17,2024-09-17 09:00:00
S0600,Granit Shop,IT,Rome,KIDS,BASIC,true,2025-01-24,2025-01-24 09:00:00
